YEAR,STATE,NUMCOL,LBPERCOL,TOTALLB,PRICEPERLB,TOTALPRICE
2008,KENTUCKY,4000,39,156000,2.4423076923076925,381000
2008,LOUISIANA,40000,77,3080000,1.360064935064935,4189000
2008,MAINE,7000,42,294000,1.5714285714285714,462000
2008,MICHIGAN,71000,73,5183000,1.4400926104572642,7464000
2008,MINNESOTA,122000,78,9516000,1.3899747793190416,13227000
2008,MISSISSIPPI,14000,98,1372000,1.3002915451895043,1784000
2008,MISSOURI,11000,53,583000,1.679245283018868,979000
2008,MONTANA,134000,70,9380000,1.370042643923241,12851000
2008,NEBRASKA,36000,67,2412000,1.4498341625207296,3497000
2008,NEVADA,10000,29,290000,1.4206896551724137,412000
2008,NEW JERSEY,9000,40,360000,1.6194444444444445,583000
2008,NEW MEXICO,6000,48,288000,1.4791666666666667,426000
2008,NEW YORK,50000,70,3500000,1.65,5775000
2008,NORTH CAROLINA,12000,52,624000,2.1794871794871793,1360000
2008,NORTH DAKOTA,400000,90,36000000,1.36,48960000
2008,OHIO,14000,53,742000,1.6805929919137466,1247000
2008,OREGON,50000,43,2150000,1.410232558139535,3032000
2008,PENNSYLVANIA,23000,48,1104000,1.6503623188405796,1822000
2008,SOUTH DAKOTA,225000,95,21375000,1.3400233918128654,28643000
2008,TENNESSEE,7000,61,427000,2.088992974238876,892000
2008,TEXAS,77000,64,4928000,1.3400974025974026,6604000
2008,UTAH,28000,48,1344000,1.5699404761904763,2110000
2008,VERMONT,5000,66,330000,2.2,726000
2008,VIRGINIA,6000,42,252000,2.4206349206349205,610000
2008,WASHINGTON,49000,44,2156000,1.510204081632653,3256000
2008,WEST VIRGINIA,6000,43,258000,2.1589147286821704,557000
2008,WISCONSIN,58000,80,4640000,1.5,6960000
2008,WYOMING,39000,61,2379000,1.369903320722993,3259000
2007,ALABAMA,11000,56,616000,1.4902597402597402,918000
2007,ARIZONA,30000,64,1920000,1.2598958333333334,2419000
2007,ARKANSAS,28000,80,2240000,0.95,2128000
2007,CALIFORNIA,340000,40,13600000,1.04,14144000
2007,COLORADO,31000,51,1581000,1.1499051233396584,1818000
2007,FLORIDA,160000,71,11360000,0.9899647887323944,11246000
2007,GEORGIA,60000,58,3480000,1.1899425287356322,4141000
2007,HAWAII,10000,92,920000,1.7,1564000
2007,IDAHO,92000,41,3772000,1.150053022269353,4338000
2007,ILLINOIS,9000,63,567000,2.490299823633157,1412000
2007,INDIANA,8000,53,424000,1.5,636000
2007,IOWA,26000,81,2106000,1.3100664767331434,2759000
2007,KANSAS,14000,40,560000,1.1803571428571429,661000
2007,KENTUCKY,4000,61,244000,2.1188524590163933,517000
2007,LOUISIANA,29000,89,2581000,1.0798140255714839,2787000
2007,MAINE,9000,26,234000,1.3205128205128205,309000
2007,MICHIGAN,72000,64,4608000,1.1901041666666667,5484000
2007,MINNESOTA,130000,68,8840000,1.0400452488687784,9194000
2007,MISSISSIPPI,15000,92,1380000,0.9101449275362319,1256000
2007,MISSOURI,14000,46,644000,1.1195652173913044,721000
2007,MONTANA,135000,68,9180000,0.9899782135076253,9088000
2007,NEBRASKA,45000,49,2205000,1.0299319727891156,2271000
2007,NEVADA,10000,28,280000,2.9892857142857143,837000
2007,NEW JERSEY,9000,57,513000,1.95906432748538,1005000
